chrom	start	end	region	coverage	sample	aggregation_time
MN908947.3	6167	6550	nCoV-2019_21	11976	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	6466	6873	nCoV-2019_22	4863	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	6718	7117	nCoV-2019_23	1181	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	7035	7415	nCoV-2019_24	3952	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	7305	7694	nCoV-2019_25	8097	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	7626	8019	nCoV-2019_26	5383	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	7943	8341	nCoV-2019_27	6972	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	8249	8661	nCoV-2019_28	3584	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	8595	8983	nCoV-2019_29	4441	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	8888	9271	nCoV-2019_30	6338	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	9204	9585	nCoV-2019_31	8526	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	9477	9858	nCoV-2019_32	8852	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	9784	10171	nCoV-2019_33	3753	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	10076	10459	nCoV-2019_34	5240	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	10362	10763	nCoV-2019_35	5428	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	10666	11074	nCoV-2019_36	7873	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	10999	11394	nCoV-2019_37	10431	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	11306	11693	nCoV-2019_38	10021	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	11555	11949	nCoV-2019_39	4444	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	11863	12256	nCoV-2019_40	5910	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	12110	12490	nCoV-2019_41	7887	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	12417	12802	nCoV-2019_42	8299	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	12710	13096	nCoV-2019_43	5801	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	13005	13400	nCoV-2019_44	12042	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	13307	13699	nCoV-2019_45	5703	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	13599	13984	nCoV-2019_46	3275	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	13918	14299	nCoV-2019_47	5406	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	14207	14601	nCoV-2019_48	4080	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	14545	14926	nCoV-2019_49	6688	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	14865	15246	nCoV-2019_50	2006	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	15171	15560	nCoV-2019_51	5160	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	15481	15886	nCoV-2019_52	5340	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	15827	16209	nCoV-2019_53	7845	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	16118	16510	nCoV-2019_54	4373	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	16416	16833	nCoV-2019_55	2824	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	16748	17152	nCoV-2019_56	8270	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	17065	17452	nCoV-2019_57	10439	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	17381	17761	nCoV-2019_58	4958	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	17674	18062	nCoV-2019_59	4737	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	17966	18348	nCoV-2019_60	5341	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	18253	18672	nCoV-2019_61	6416	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	18596	18979	nCoV-2019_62	8594	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	18896	19297	nCoV-2019_63	4356	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	19204	19616	nCoV-2019_64	25	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	19548	19939	nCoV-2019_65	3488	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	19844	20255	nCoV-2019_66	914	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	20172	20572	nCoV-2019_67	386	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	20472	20890	nCoV-2019_68	4594	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	20786	21169	nCoV-2019_69	5372	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	21075	21455	nCoV-2019_70	282	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	21357	21743	nCoV-2019_71	1912	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	21658	22038	nCoV-2019_72	3184	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	21961	22346	nCoV-2019_73	1631	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	22262	22650	nCoV-2019_74	374	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	22516	22903	nCoV-2019_75	2642	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	22797	23214	nCoV-2019_76	2159	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	23122	23522	nCoV-2019_77	5932	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	23443	23847	nCoV-2019_78	3100	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	23789	24169	nCoV-2019_79	2487	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	24078	24467	nCoV-2019_80	3814	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	24391	24789	nCoV-2019_81	2934	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	24696	25076	nCoV-2019_82	7039	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	24978	25369	nCoV-2019_83	7515	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	25279	25673	nCoV-2019_84	4020	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	25601	25994	nCoV-2019_85	6202	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	25902	26315	nCoV-2019_86	2257	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	26197	26590	nCoV-2019_87	4442	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	26520	26913	nCoV-2019_88	4582	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	26835	27227	nCoV-2019_89	4769	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	27141	27533	nCoV-2019_90	3660	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	27446	27854	nCoV-2019_91	415	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	27784	28172	nCoV-2019_92	2869	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	28081	28464	nCoV-2019_93	4930	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	28394	28779	nCoV-2019_94	5796	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	28677	29063	nCoV-2019_95	2435	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	28985	29378	nCoV-2019_96	3524	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	29288	29693	nCoV-2019_97	5181	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	29486	29866	nCoV-2019_98	4327	SAMPLE_28	2026-05-21 19:31:50
MN908947.3	30	410	nCoV-2019_1	4677	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	320	726	nCoV-2019_2	7688	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	642	1028	nCoV-2019_3	5294	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	943	1337	nCoV-2019_4	5110	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	1242	1651	nCoV-2019_5	677	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	1573	1964	nCoV-2019_6	2870	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	1868	2269	nCoV-2019_7	906	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	2181	2592	nCoV-2019_8	2304	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	2504	2904	nCoV-2019_9	680	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	2826	3210	nCoV-2019_10	5398	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	3144	3531	nCoV-2019_11	5457	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	3460	3853	nCoV-2019_12	938	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	3771	4164	nCoV-2019_13	3519	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	4044	4450	nCoV-2019_14	8409	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	4294	4696	nCoV-2019_15	5891	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	4636	5017	nCoV-2019_16	5154	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	4939	5321	nCoV-2019_17	458	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	5230	5644	nCoV-2019_18	8369	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	5563	5957	nCoV-2019_19	8937	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	5867	6272	nCoV-2019_20	3033	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	6167	6550	nCoV-2019_21	13413	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	6466	6873	nCoV-2019_22	4136	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	6718	7117	nCoV-2019_23	228	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	7035	7415	nCoV-2019_24	1471	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	7305	7694	nCoV-2019_25	8921	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	7626	8019	nCoV-2019_26	5174	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	7943	8341	nCoV-2019_27	8420	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	8249	8661	nCoV-2019_28	3189	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	8595	8983	nCoV-2019_29	2384	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	8888	9271	nCoV-2019_30	6677	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	9204	9585	nCoV-2019_31	4811	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	9477	9858	nCoV-2019_32	10633	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	9784	10171	nCoV-2019_33	2228	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	10076	10459	nCoV-2019_34	5658	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	10362	10763	nCoV-2019_35	5824	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	10666	11074	nCoV-2019_36	6567	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	10999	11394	nCoV-2019_37	13534	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	11306	11693	nCoV-2019_38	9562	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	11555	11949	nCoV-2019_39	3451	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	11863	12256	nCoV-2019_40	7372	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	12110	12490	nCoV-2019_41	9780	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	12417	12802	nCoV-2019_42	10554	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	12710	13096	nCoV-2019_43	7216	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	13005	13400	nCoV-2019_44	14756	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	13307	13699	nCoV-2019_45	3574	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	13599	13984	nCoV-2019_46	1900	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	13918	14299	nCoV-2019_47	6817	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	14207	14601	nCoV-2019_48	5520	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	14545	14926	nCoV-2019_49	8512	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	14865	15246	nCoV-2019_50	1797	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	15171	15560	nCoV-2019_51	5154	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	15481	15886	nCoV-2019_52	7316	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	15827	16209	nCoV-2019_53	10419	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	16118	16510	nCoV-2019_54	3699	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	16416	16833	nCoV-2019_55	1950	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	16748	17152	nCoV-2019_56	9558	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	17065	17452	nCoV-2019_57	15078	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	17381	17761	nCoV-2019_58	6715	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	17674	18062	nCoV-2019_59	6101	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	17966	18348	nCoV-2019_60	6779	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	18253	18672	nCoV-2019_61	8690	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	18596	18979	nCoV-2019_62	12383	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	18896	19297	nCoV-2019_63	4956	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	19204	19616	nCoV-2019_64	21	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	19548	19939	nCoV-2019_65	2656	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	19844	20255	nCoV-2019_66	595	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	20172	20572	nCoV-2019_67	147	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	20472	20890	nCoV-2019_68	3020	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	20786	21169	nCoV-2019_69	5910	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	21075	21455	nCoV-2019_70	123	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	21357	21743	nCoV-2019_71	448	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	21658	22038	nCoV-2019_72	2651	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	21961	22346	nCoV-2019_73	2394	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	22262	22650	nCoV-2019_74	280	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	22516	22903	nCoV-2019_75	2809	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	22797	23214	nCoV-2019_76	1871	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	23122	23522	nCoV-2019_77	8452	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	23443	23847	nCoV-2019_78	3639	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	23789	24169	nCoV-2019_79	2299	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	24078	24467	nCoV-2019_80	3949	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	24391	24789	nCoV-2019_81	3395	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	24696	25076	nCoV-2019_82	9426	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	24978	25369	nCoV-2019_83	9546	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	25279	25673	nCoV-2019_84	5139	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	25601	25994	nCoV-2019_85	3725	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	25902	26315	nCoV-2019_86	741	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	26197	26590	nCoV-2019_87	3498	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	26520	26913	nCoV-2019_88	6117	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	26835	27227	nCoV-2019_89	3678	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	27141	27533	nCoV-2019_90	4258	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	27446	27854	nCoV-2019_91	33	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	27784	28172	nCoV-2019_92	2113	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	28081	28464	nCoV-2019_93	6486	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	28394	28779	nCoV-2019_94	6532	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	28677	29063	nCoV-2019_95	1409	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	28985	29378	nCoV-2019_96	4264	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	29288	29693	nCoV-2019_97	4234	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	29486	29866	nCoV-2019_98	4130	SAMPLE_32	2026-05-21 19:31:50
MN908947.3	30	410	nCoV-2019_1	4548	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	320	726	nCoV-2019_2	5313	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	642	1028	nCoV-2019_3	5119	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	943	1337	nCoV-2019_4	7022	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	1242	1651	nCoV-2019_5	519	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	1573	1964	nCoV-2019_6	1740	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	1868	2269	nCoV-2019_7	125	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	2181	2592	nCoV-2019_8	1540	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	2504	2904	nCoV-2019_9	74	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	2826	3210	nCoV-2019_10	4099	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	3144	3531	nCoV-2019_11	7478	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	3460	3853	nCoV-2019_12	731	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	3771	4164	nCoV-2019_13	1753	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	4044	4450	nCoV-2019_14	7000	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	4294	4696	nCoV-2019_15	3833	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	4636	5017	nCoV-2019_16	5339	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	4939	5321	nCoV-2019_17	387	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	5230	5644	nCoV-2019_18	5292	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	5563	5957	nCoV-2019_19	13187	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	5867	6272	nCoV-2019_20	2345	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	6167	6550	nCoV-2019_21	7420	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	6466	6873	nCoV-2019_22	2232	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	6718	7117	nCoV-2019_23	353	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	7035	7415	nCoV-2019_24	414	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	7305	7694	nCoV-2019_25	5974	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	7626	8019	nCoV-2019_26	3593	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	7943	8341	nCoV-2019_27	6906	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	8249	8661	nCoV-2019_28	2423	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	8595	8983	nCoV-2019_29	292	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	8888	9271	nCoV-2019_30	7391	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	9204	9585	nCoV-2019_31	811	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	9477	9858	nCoV-2019_32	13810	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	9784	10171	nCoV-2019_33	359	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	10076	10459	nCoV-2019_34	6325	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	10362	10763	nCoV-2019_35	2589	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	10666	11074	nCoV-2019_36	1164	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	10999	11394	nCoV-2019_37	17001	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	11306	11693	nCoV-2019_38	5025	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	11555	11949	nCoV-2019_39	2968	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	11863	12256	nCoV-2019_40	6587	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	12110	12490	nCoV-2019_41	6379	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	12417	12802	nCoV-2019_42	7012	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	12710	13096	nCoV-2019_43	4368	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	13005	13400	nCoV-2019_44	16898	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	13307	13699	nCoV-2019_45	842	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	13599	13984	nCoV-2019_46	881	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	13918	14299	nCoV-2019_47	6382	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	14207	14601	nCoV-2019_48	5612	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	14545	14926	nCoV-2019_49	7898	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	14865	15246	nCoV-2019_50	1036	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	15171	15560	nCoV-2019_51	856	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	15481	15886	nCoV-2019_52	9269	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	15827	16209	nCoV-2019_53	10287	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	16118	16510	nCoV-2019_54	1389	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	16416	16833	nCoV-2019_55	1367	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	16748	17152	nCoV-2019_56	3878	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	17065	17452	nCoV-2019_57	24578	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	17381	17761	nCoV-2019_58	4498	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	17674	18062	nCoV-2019_59	4774	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	17966	18348	nCoV-2019_60	6192	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	18253	18672	nCoV-2019_61	10730	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	18596	18979	nCoV-2019_62	17196	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	18896	19297	nCoV-2019_63	3877	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	19204	19616	nCoV-2019_64	18	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	19548	19939	nCoV-2019_65	1201	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	19844	20255	nCoV-2019_66	325	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	20172	20572	nCoV-2019_67	173	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	20472	20890	nCoV-2019_68	4858	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	20786	21169	nCoV-2019_69	10831	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	21075	21455	nCoV-2019_70	104	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	21357	21743	nCoV-2019_71	788	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	21658	22038	nCoV-2019_72	5774	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	21961	22346	nCoV-2019_73	996	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	22262	22650	nCoV-2019_74	180	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	22516	22903	nCoV-2019_75	3835	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	22797	23214	nCoV-2019_76	1429	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	23122	23522	nCoV-2019_77	13136	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	23443	23847	nCoV-2019_78	3152	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	23789	24169	nCoV-2019_79	965	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	24078	24467	nCoV-2019_80	3105	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	24391	24789	nCoV-2019_81	2697	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	24696	25076	nCoV-2019_82	14947	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	24978	25369	nCoV-2019_83	14034	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	25279	25673	nCoV-2019_84	5452	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	25601	25994	nCoV-2019_85	771	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	25902	26315	nCoV-2019_86	73	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	26197	26590	nCoV-2019_87	2914	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	26520	26913	nCoV-2019_88	9939	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	26835	27227	nCoV-2019_89	1505	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	27141	27533	nCoV-2019_90	5851	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	27446	27854	nCoV-2019_91	24	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	27784	28172	nCoV-2019_92	3187	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	28081	28464	nCoV-2019_93	13723	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	28394	28779	nCoV-2019_94	10441	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	28677	29063	nCoV-2019_95	976	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	28985	29378	nCoV-2019_96	5984	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	29288	29693	nCoV-2019_97	4302	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	29486	29866	nCoV-2019_98	3808	SAMPLE_36	2026-05-21 19:31:50
MN908947.3	30	410	nCoV-2019_1	2963	SAMPLE_30	2026-05-21 19:31:50
MN908947.3	320	726	nCoV-2019_2	5267	SAMPLE_30	2026-05-21 19:31:50
MN908947.3	642	1028	nCoV-2019_3	3861	SAMPLE_30	2026-05-21 19:31:50
MN908947.3	943	1337	nCoV-2019_4	3510	SAMPLE_30	2026-05-21 19:31:50
MN908947.3	1242	1651	nCoV-2019_5	2048	SAMPLE_30	2026-05-21 19:31:50
MN908947.3	1573	1964	nCoV-2019_6	2809	SAMPLE_30	2026-05-21 19:31:50
MN908947.3	1868	2269	nCoV-2019_7	2375	SAMPLE_30	2026-05-21 19:31:50
MN908947.3	2181	2592	nCoV-2019_8	3136	SAMPLE_30	2026-05-21 19:31:50
MN908947.3	2504	2904	nCoV-2019_9	2853	SAMPLE_30	2026-05-21 19:31:50
MN908947.3	2826	3210	nCoV-2019_10	6769	SAMPLE_30	2026-05-21 19:31:50
MN908947.3	3144	3531	nCoV-2019_11	5078	SAMPLE_30	2026-05-21 19:31:50
MN908947.3	3460	3853	nCoV-2019_12	1927	SAMPLE_30	2026-05-21 19:31:50
MN908947.3	3771	4164	nCoV-2019_13	4969	SAMPLE_30	2026-05-21 19:31:50
MN908947.3	4044	4450	nCoV-2019_14	8212	SAMPLE_30	2026-05-21 19:31:50
MN908947.3	4294	4696	nCoV-2019_15	6690	SAMPLE_30	2026-05-21 19:31:50
MN908947.3	4636	5017	nCoV-2019_16	4636	SAMPLE_30	2026-05-21 19:31:50
MN908947.3	4939	5321	nCoV-2019_17	1857	SAMPLE_30	2026-05-21 19:31:50
MN908947.3	5230	5644	nCoV-2019_18	7594	SAMPLE_30	2026-05-21 19:31:50
