series	x	y	lower	upper
TREAT_rep3	-75	2.6666	2.029	3.3042
TREAT_rep3	-50	2.5739	1.9341	3.2137
TREAT_rep3	-25	3.3918	2.7506	4.033
TREAT_rep3	0	2.6633	2.0215	3.305
TREAT_rep3	25	2.7883	2.1469	3.4297
TREAT_rep3	50	2.883	2.2427	3.5233
TREAT_rep3	75	2.9769	2.3385	3.6152
TREAT_rep3	100	2.8911	2.2555	3.5266
TREAT_rep3	125	2.9812	2.3493	3.613
TREAT_rep3	150	2.6459	2.019	3.2727
TREAT_rep3	175	3.0147	2.3943	3.6351
TREAT_rep3	200	2.8162	2.204	3.4285
TREAT_rep3	225	2.6449	2.0423	3.2474
TREAT_rep3	250	2.6251	2.0334	3.2168
TREAT_rep3	275	2.3604	1.7803	2.9404
TREAT_rep3	300	2.3281	1.7601	2.8962
TREAT_rep3	325	2.4666	1.9105	3.0226
TREAT_rep3	350	2.2551	1.711	2.7992
TREAT_rep3	375	2.3142	1.782	2.8463
TREAT_rep3	400	1.931	1.4107	2.4512
TREAT_rep3	425	1.8741	1.3658	2.3825
TREAT_rep3	450	2.0	1.5035	2.4966
TREAT_rep3	475	1.7606	1.2756	2.2457
TREAT_rep3	500	1.9416	1.4677	2.4155
TREAT_rep3	525	1.8599	1.3966	2.3232
TREAT_rep3	550	1.6164	1.1631	2.0698
TREAT_rep3	575	1.5834	1.1394	2.0275
TREAT_rep3	600	1.5399	1.1045	1.9753
TREAT_rep3	625	1.4296	1.0022	1.857
TREAT_rep3	650	1.2913	0.8712	1.7114
TREAT_rep3	675	1.4814	1.068	1.8947
TREAT_rep3	700	1.6321	1.2249	2.0393
TREAT_rep3	725	1.3953	0.9938	1.7968
TREAT_rep3	750	1.1645	0.7682	1.5608
TREAT_rep3	775	1.1673	0.7758	1.5589
TREAT_rep3	800	1.3293	0.942	1.7165
TREAT_rep3	825	1.3058	0.9225	1.6891
TREAT_rep3	850	1.2313	0.8516	1.611
TREAT_rep3	875	1.2532	0.8767	1.6296
TREAT_rep3	900	1.165	0.7916	1.5384
TREAT_rep3	925	1.1871	0.8163	1.5578
TREAT_rep3	950	1.1602	0.7919	1.5284
TREAT_rep3	975	1.1939	0.828	1.5599
TREAT_rep3	1000	1.1365	0.7727	1.5004
TREAT_rep3	1025	1.233	0.8711	1.5949
TREAT_rep3	1050	1.2029	0.8427	1.563
TREAT_rep3	1075	1.1208	0.7623	1.4793
TREAT_rep3	1100	1.1858	0.8289	1.5428
TREAT_rep3	1125	1.0276	0.672	1.3831
TREAT_rep3	1150	1.0606	0.7064	1.4148
TREAT_rep3	1175	1.0396	0.6866	1.3925
TREAT_rep3	1200	1.0519	0.7001	1.4036
TREAT_rep3	1225	0.9135	0.5628	1.2642
TREAT_rep3	1250	0.8496	0.4999	1.1993
TREAT_rep3	1275	1.0848	0.7361	1.4336
TREAT_rep3	1300	1.0624	0.7145	1.4102
TREAT_rep3	1325	1.1039	0.757	1.4509
TREAT_rep3	1350	1.0043	0.6581	1.3505
TREAT_rep3	1375	1.0874	0.7419	1.4328
TREAT_rep3	1400	0.999	0.6542	1.3438
TREAT_rep3	1425	1.1702	0.8261	1.5143
TREAT_rep3	1450	0.9314	0.5878	1.2749
TREAT_rep3	1475	0.8707	0.5277	1.2137
TREAT_rep3	1500	0.9332	0.5908	1.2756
TREAT_rep3	1525	1.0862	0.7443	1.4282
TREAT_rep3	1550	1.0141	0.6726	1.3556
TREAT_rep3	1575	1.0681	0.727	1.4091
TREAT_rep3	1600	1.0297	0.689	1.3704
TREAT_rep3	1625	0.9792	0.6389	1.3195
TREAT_rep3	1650	0.7978	0.4578	1.1378
TREAT_rep3	1675	1.0555	0.7158	1.3952
TREAT_rep3	1700	0.9892	0.6498	1.3286
TREAT_rep3	1725	1.038	0.6989	1.3772
TREAT_rep3	1750	1.0896	0.7506	1.4285
TREAT_rep3	1775	0.8275	0.4888	1.1663
TREAT_rep3	1800	0.9581	0.6196	1.2966
TREAT_rep3	1825	1.0279	0.6896	1.3662
TREAT_rep3	1850	1.0471	0.7089	1.3853
TREAT_rep3	1875	1.0841	0.7461	1.4222
TREAT_rep3	1900	0.8263	0.4884	1.1642
TREAT_rep3	1925	0.9204	0.5827	1.2582
TREAT_rep3	1950	1.0864	0.7487	1.424
TREAT_rep3	1975	0.9875	0.6499	1.325
TREAT_rep3	2000	0.9865	0.649	1.324
TREAT_rep4	-2000	1.0734	0.9134	1.2335
TREAT_rep4	-1975	1.0387	0.8784	1.199
TREAT_rep4	-1950	0.9816	0.8211	1.1422
TREAT_rep4	-1925	1.07	0.9093	1.2308
TREAT_rep4	-1900	0.9541	0.793	1.1152
TREAT_rep4	-1875	1.0099	0.8485	1.1713
TREAT_rep4	-1850	0.9878	0.8261	1.1496
TREAT_rep4	-1825	1.0386	0.8765	1.2008
TREAT_rep4	-1800	1.0402	0.8776	1.2028
TREAT_rep4	-1775	1.0623	0.8992	1.2253
TREAT_rep4	-1750	1.0812	0.9176	1.2447
TREAT_rep4	-1725	1.0775	0.9134	1.2416
TREAT_rep4	-1700	1.0606	0.8959	1.2253
TREAT_rep4	-1675	1.1048	0.9394	1.2702
TREAT_rep4	-1650	0.9918	0.8257	1.1579
TREAT_rep4	-1625	1.1161	0.9493	1.283
TREAT_rep4	-1600	1.1454	0.9777	1.3131
TREAT_rep4	-1575	1.0762	0.9075	1.2448
TREAT_rep4	-1550	1.1974	1.0278	1.367
TREAT_rep4	-1525	1.1759	1.0052	1.3466
TREAT_rep4	-1500	1.0878	0.916	1.2596
TREAT_rep4	-1475	1.1529	0.9798	1.3259
TREAT_rep4	-1450	1.2028	1.0284	1.3771
TREAT_rep4	-1425	1.2062	1.0304	1.3819
TREAT_rep4	-1400	1.1489	0.9717	1.3261
TREAT_rep4	-1375	1.3639	1.1851	1.5426
TREAT_rep4	-1350	1.1475	0.9671	1.328
TREAT_rep4	-1325	1.229	1.0468	1.4112
TREAT_rep4	-1300	1.3681	1.1841	1.5522
TREAT_rep4	-1275	1.4063	1.2203	1.5924
TREAT_rep4	-1250	1.3449	1.1568	1.533
TREAT_rep4	-1225	1.5053	1.315	1.6956
TREAT_rep4	-1200	1.4215	1.229	1.6141
TREAT_rep4	-1175	1.392	1.197	1.5869
TREAT_rep4	-1150	1.3673	1.1698	1.5647
TREAT_rep4	-1125	1.4308	1.2308	1.6309
TREAT_rep4	-1100	1.592	1.3893	1.7948
TREAT_rep4	-1075	1.5759	1.3703	1.7814
TREAT_rep4	-1050	1.5701	1.3617	1.7786
TREAT_rep4	-1025	1.6286	1.4172	1.8401
TREAT_rep4	-1000	1.7629	1.5484	1.9774
TREAT_rep4	-975	1.7667	1.549	1.9845
TREAT_rep4	-950	1.8926	1.6716	2.1136
TREAT_rep4	-925	1.7447	1.5204	1.969
TREAT_rep4	-900	1.8013	1.5735	2.029
TREAT_rep4	-875	1.9862	1.755	2.2174
TREAT_rep4	-850	1.8495	1.6148	2.0843
TREAT_rep4	-825	2.0896	1.8513	2.3279
TREAT_rep4	-800	2.0052	1.7632	2.2472
TREAT_rep4	-775	2.0489	1.8032	2.2945
TREAT_rep4	-750	2.0673	1.818	2.3167
TREAT_rep4	-725	2.1556	1.9025	2.4087
TREAT_rep4	-700	2.1775	1.9206	2.4344
TREAT_rep4	-675	2.2739	2.013	2.5347
TREAT_rep4	-650	2.2924	2.0274	2.5574
TREAT_rep4	-625	2.6714	2.4019	2.9408
TREAT_rep4	-600	2.443	2.1686	2.7175
TREAT_rep4	-575	2.5276	2.2474	2.8079
TREAT_rep4	-550	2.5981	2.311	2.8852
TREAT_rep4	-525	2.6869	2.3919	2.982
TREAT_rep4	-500	2.857	2.553	3.161
TREAT_rep4	-475	3.0439	2.7302	3.3575
TREAT_rep4	-450	3.1178	2.7944	3.4413
TREAT_rep4	-425	3.4789	3.1461	3.8117
TREAT_rep4	-400	3.4745	3.133	3.816
TREAT_rep4	-375	3.6518	3.3018	4.0018
TREAT_rep4	-350	3.8502	3.4906	4.2098
TREAT_rep4	-325	3.954	3.5817	4.3262
TREAT_rep4	-300	4.125	3.7352	4.5149
TREAT_rep4	-275	4.3684	3.9548	4.782
TREAT_rep4	-250	5.162	4.7187	5.6053
TREAT_rep4	-225	5.6746	5.197	6.1521
TREAT_rep4	-200	6.4136	5.8992	6.9279
TREAT_rep4	-175	6.8575	6.3055	7.4096
TREAT_rep4	-150	7.6062	7.0165	8.1958
TREAT_rep4	-125	8.2924	7.6658	8.919
TREAT_rep4	-100	9.2379	8.576	9.8998
TREAT_rep4	-75	9.9863	9.2923	10.6803
TREAT_rep4	-50	10.4553	9.7351	11.1755
TREAT_rep4	-25	10.6336	9.8959	11.3712
TREAT_rep4	0	10.5414	9.7971	11.2856
TREAT_rep4	25	10.46	9.7207	11.1993
TREAT_rep4	50	10.294	9.5701	11.0179
TREAT_rep4	75	9.4372	8.7368	10.1375
TREAT_rep4	100	9.2222	8.5505	9.8939
TREAT_rep4	125	8.5649	7.9247	9.205
TREAT_rep4	150	8.0772	7.4703	8.6841
TREAT_rep4	175	7.1937	6.6216	7.7658
TREAT_rep4	200	6.9207	6.3849	7.4565
TREAT_rep4	225	6.1131	5.6141	6.6121
TREAT_rep4	250	5.7057	5.2421	6.1693
TREAT_rep4	275	4.7547	4.3226	5.1869
TREAT_rep4	300	4.5221	4.1153	4.9289
TREAT_rep4	325	4.2937	3.9058	4.6817
TREAT_rep4	350	3.9367	3.5623	4.3111
TREAT_rep4	375	3.6443	3.2802	4.0083
TREAT_rep4	400	3.8092	3.4546	4.1637
TREAT_rep4	425	3.6958	3.3513	4.0402
TREAT_rep4	450	3.3212	2.9878	3.6546
TREAT_rep4	475	3.2599	2.9383	3.5816
TREAT_rep4	500	2.988	2.6781	3.298
TREAT_rep4	525	2.8316	2.5324	3.1308
TREAT_rep4	550	2.6386	2.3488	2.9284
TREAT_rep4	575	2.609	2.3271	2.8909
TREAT_rep4	600	2.3939	2.1185	2.6693
TREAT_rep4	625	2.3754	2.1055	2.6453
TREAT_rep4	650	2.4049	2.1397	2.6702
TREAT_rep4	675	2.3766	2.1157	2.6376
TREAT_rep4	700	2.1497	1.8927	2.4067
TREAT_rep4	725	2.0364	1.7832	2.2895
TREAT_rep4	750	2.1964	1.947	2.4458
TREAT_rep4	775	2.0877	1.842	2.3333
TREAT_rep4	800	2.0899	1.8479	2.3319
TREAT_rep4	825	1.966	1.7277	2.2043
TREAT_rep4	850	1.8553	1.6205	2.09
TREAT_rep4	875	1.9667	1.7355	2.1979
TREAT_rep4	900	1.8108	1.583	2.0385
TREAT_rep4	925	1.9437	1.7194	2.168
TREAT_rep4	950	1.7236	1.5027	1.9446
TREAT_rep4	975	1.7654	1.5477	1.9831
TREAT_rep4	1000	1.5746	1.3601	1.7891
TREAT_rep4	1025	1.5891	1.3777	1.8006
TREAT_rep4	1050	1.6357	1.4272	1.8442
TREAT_rep4	1075	1.4995	1.294	1.7051
TREAT_rep4	1100	1.484	1.2812	1.6868
TREAT_rep4	1125	1.5252	1.3251	1.7253
TREAT_rep4	1150	1.4389	1.2415	1.6364
TREAT_rep4	1175	1.4563	1.2614	1.6513
TREAT_rep4	1200	1.4451	1.2525	1.6377
TREAT_rep4	1225	1.4076	1.2173	1.5979
TREAT_rep4	1250	1.2947	1.1066	1.4829
TREAT_rep4	1275	1.3388	1.1527	1.5248
TREAT_rep4	1300	1.217	1.033	1.4011
TREAT_rep4	1325	1.2379	1.0557	1.4201
TREAT_rep4	1350	1.2228	1.0424	1.4032
TREAT_rep4	1375	1.2486	1.0698	1.4274
TREAT_rep4	1400	1.1854	1.0082	1.3626
TREAT_rep4	1425	1.1839	1.0082	1.3596
TREAT_rep4	1450	1.141	0.9667	1.3154
TREAT_rep4	1475	1.1271	0.954	1.3001
TREAT_rep4	1500	1.2596	1.0878	1.4314
TREAT_rep4	1525	1.1041	0.9334	1.2747
TREAT_rep4	1550	1.0824	0.9127	1.252
TREAT_rep4	1575	1.1712	1.0026	1.3398
TREAT_rep4	1600	1.0236	0.8558	1.1913
TREAT_rep4	1625	1.2033	1.0364	1.3702
TREAT_rep4	1650	1.0728	0.9067	1.2389
TREAT_rep4	1675	1.0862	0.9208	1.2516
TREAT_rep4	1700	1.0918	0.9271	1.2566
TREAT_rep4	1725	0.9906	0.8264	1.1547
TREAT_rep4	1750	1.0372	0.8737	1.2008
TREAT_rep4	1775	1.0271	0.864	1.1901
TREAT_rep4	1800	1.0953	0.9327	1.2578
TREAT_rep4	1825	1.0162	0.854	1.1783
TREAT_rep4	1850	1.0328	0.8711	1.1946
TREAT_rep4	1875	0.9982	0.8368	1.1596
TREAT_rep4	1900	1.0535	0.8924	1.2145
TREAT_rep4	1925	1.0997	0.9389	1.2605
TREAT_rep4	1950	1.0301	0.8696	1.1907
TREAT_rep4	1975	0.9914	0.8311	1.1517
TREAT_rep4	2000	1.0389	0.8788	1.1989
