region_id	position	value	group
PEAK_0139	100	1.589	background
PEAK_0139	150	0.894	background
PEAK_0139	200	0.968	background
PEAK_0139	250	0.836	background
PEAK_0139	300	0.798	background
PEAK_0139	350	0.846	background
PEAK_0139	400	0.482	background
PEAK_0139	450	0.793	background
PEAK_0139	500	1.247	background
PEAK_0139	550	0.169	background
PEAK_0139	600	0.353	background
PEAK_0139	650	1.267	background
PEAK_0139	700	0.764	background
PEAK_0139	750	0.728	background
PEAK_0139	800	0.59	background
PEAK_0139	850	0.853	background
PEAK_0139	900	0.224	background
PEAK_0139	950	0.329	background
PEAK_0139	1000	1.162	background
PEAK_0140	-1000	0.828	enhancer
PEAK_0140	-950	1.793	enhancer
PEAK_0140	-900	1.17	enhancer
PEAK_0140	-850	1.278	enhancer
PEAK_0140	-800	1.756	enhancer
PEAK_0140	-750	1.815	enhancer
PEAK_0140	-700	2.559	enhancer
PEAK_0140	-650	2.644	enhancer
PEAK_0140	-600	3.115	enhancer
PEAK_0140	-550	2.928	enhancer
PEAK_0140	-500	3.171	enhancer
PEAK_0140	-450	3.105	enhancer
PEAK_0140	-400	3.367	enhancer
PEAK_0140	-350	5.114	enhancer
PEAK_0140	-300	4.148	enhancer
PEAK_0140	-250	4.176	enhancer
PEAK_0140	-200	3.435	enhancer
PEAK_0140	-150	4.976	enhancer
PEAK_0140	-100	4.827	enhancer
PEAK_0140	-50	4.127	enhancer
PEAK_0140	0	4.518	enhancer
PEAK_0140	50	4.136	enhancer
PEAK_0140	100	4.127	enhancer
PEAK_0140	150	3.506	enhancer
PEAK_0140	200	3.918	enhancer
PEAK_0140	250	2.97	enhancer
PEAK_0140	300	3.424	enhancer
PEAK_0140	350	3.254	enhancer
PEAK_0140	400	3.141	enhancer
PEAK_0140	450	1.763	enhancer
PEAK_0140	500	2.398	enhancer
PEAK_0140	550	2.173	enhancer
PEAK_0140	600	1.099	enhancer
PEAK_0140	650	1.932	enhancer
PEAK_0140	700	0.607	enhancer
PEAK_0140	750	1.083	enhancer
PEAK_0140	800	1.366	enhancer
PEAK_0140	850	1.007	enhancer
PEAK_0140	900	0.925	enhancer
PEAK_0140	950	0.655	enhancer
PEAK_0140	1000	0.769	enhancer
PEAK_0141	-1000	0.967	enhancer
PEAK_0141	-950	0.958	enhancer
PEAK_0141	-900	0.595	enhancer
PEAK_0141	-850	0.728	enhancer
PEAK_0141	-800	1.539	enhancer
PEAK_0141	-750	1.694	enhancer
PEAK_0141	-700	1.912	enhancer
PEAK_0141	-650	2.408	enhancer
PEAK_0141	-600	2.994	enhancer
PEAK_0141	-550	1.941	enhancer
PEAK_0141	-500	3.593	enhancer
PEAK_0141	-450	3.285	enhancer
PEAK_0141	-400	3.841	enhancer
PEAK_0141	-350	3.624	enhancer
PEAK_0141	-300	4.378	enhancer
PEAK_0141	-250	4.5	enhancer
PEAK_0141	-200	4.432	enhancer
PEAK_0141	-150	4.387	enhancer
PEAK_0141	-100	5.292	enhancer
PEAK_0141	-50	4.017	enhancer
PEAK_0141	0	6.124	enhancer
PEAK_0141	50	5.819	enhancer
PEAK_0141	100	4.923	enhancer
PEAK_0141	150	3.606	enhancer
PEAK_0141	200	4.579	enhancer
PEAK_0141	250	2.874	enhancer
PEAK_0141	300	4.251	enhancer
PEAK_0141	350	3.238	enhancer
PEAK_0141	400	3.722	enhancer
PEAK_0141	450	2.8	enhancer
PEAK_0141	500	2.345	enhancer
PEAK_0141	550	1.55	enhancer
PEAK_0141	600	1.733	enhancer
PEAK_0141	650	0.861	enhancer
PEAK_0141	700	1.096	enhancer
PEAK_0141	750	1.264	enhancer
PEAK_0141	800	0.767	enhancer
PEAK_0141	850	0.789	enhancer
PEAK_0141	900	0.172	enhancer
PEAK_0141	950	0.672	enhancer
PEAK_0141	1000	0.245	enhancer
PEAK_0142	-1000	0.066	promoter
PEAK_0142	-950	0.087	promoter
PEAK_0142	-900	0.346	promoter
PEAK_0142	-850	0.348	promoter
PEAK_0142	-800	0.399	promoter
PEAK_0142	-750	0.467	promoter
PEAK_0142	-700	0.212	promoter
PEAK_0142	-650	0.485	promoter
PEAK_0142	-600	0.166	promoter
PEAK_0142	-550	0.048	promoter
PEAK_0142	-500	0.11	promoter
PEAK_0142	-450	0.141	promoter
PEAK_0142	-400	0.788	promoter
PEAK_0142	-350	1.355	promoter
PEAK_0142	-300	1.168	promoter
PEAK_0142	-250	1.649	promoter
PEAK_0142	-200	3.128	promoter
PEAK_0142	-150	3.198	promoter
PEAK_0142	-100	3.696	promoter
PEAK_0142	-50	3.344	promoter
PEAK_0142	0	4.739	promoter
PEAK_0142	50	4.329	promoter
PEAK_0142	100	4.171	promoter
PEAK_0142	150	3.567	promoter
PEAK_0142	200	2.274	promoter
PEAK_0142	250	2.154	promoter
PEAK_0142	300	1.157	promoter
PEAK_0142	350	0.369	promoter
PEAK_0142	400	0.715	promoter
PEAK_0142	450	0.247	promoter
PEAK_0142	500	0.238	promoter
PEAK_0142	550	0.58	promoter
PEAK_0142	600	0.298	promoter
PEAK_0142	650	0.403	promoter
PEAK_0142	700	0.323	promoter
PEAK_0142	750	0.109	promoter
PEAK_0142	800	0.118	promoter
PEAK_0142	850	0.563	promoter
PEAK_0142	900	0.568	promoter
PEAK_0142	950	0.479	promoter
PEAK_0142	1000	0.0	promoter
PEAK_0143	-1000	0.167	promoter
PEAK_0143	-950	0.445	promoter
PEAK_0143	-900	0.189	promoter
PEAK_0143	-850	0.657	promoter
PEAK_0143	-800	0.485	promoter
PEAK_0143	-750	0.42	promoter
PEAK_0143	-700	0.113	promoter
PEAK_0143	-650	0.392	promoter
PEAK_0143	-600	0.239	promoter
PEAK_0143	-550	0.27	promoter
PEAK_0143	-500	0.266	promoter
PEAK_0143	-450	0.164	promoter
PEAK_0143	-400	0.494	promoter
PEAK_0143	-350	1.725	promoter
PEAK_0143	-300	2.739	promoter
PEAK_0143	-250	3.812	promoter
PEAK_0143	-200	6.201	promoter
PEAK_0143	-150	7.936	promoter
PEAK_0143	-100	7.945	promoter
PEAK_0143	-50	9.827	promoter
PEAK_0143	0	11.18	promoter
PEAK_0143	50	10.305	promoter
PEAK_0143	100	8.68	promoter
PEAK_0143	150	7.068	promoter
PEAK_0143	200	7.345	promoter
PEAK_0143	250	4.989	promoter
PEAK_0143	300	2.329	promoter
PEAK_0143	350	0.899	promoter
PEAK_0143	400	0.643	promoter
PEAK_0143	450	0.076	promoter
PEAK_0143	500	0.487	promoter
PEAK_0143	550	0.07	promoter
PEAK_0143	600	0.074	promoter
PEAK_0143	650	0.369	promoter
PEAK_0143	700	0.311	promoter
PEAK_0143	750	0.557	promoter
PEAK_0143	800	0.241	promoter
PEAK_0143	850	0.26	promoter
PEAK_0143	900	0.273	promoter
PEAK_0143	950	0.0	promoter
PEAK_0143	1000	0.435	promoter
PEAK_0144	-1000	0.417	background
PEAK_0144	-950	0.25	background
PEAK_0144	-900	0.123	background
PEAK_0144	-850	0.511	background
PEAK_0144	-800	0.54	background
PEAK_0144	-750	0.367	background
PEAK_0144	-700	0.538	background
PEAK_0144	-650	0.52	background
PEAK_0144	-600	0.417	background
PEAK_0144	-550	0.492	background
PEAK_0144	-500	0.279	background
PEAK_0144	-450	0.499	background
PEAK_0144	-400	0.751	background
PEAK_0144	-350	0.381	background
PEAK_0144	-300	0.0	background
PEAK_0144	-250	0.348	background
PEAK_0144	-200	0.047	background
PEAK_0144	-150	0.194	background
PEAK_0144	-100	0.201	background
PEAK_0144	-50	0.466	background
PEAK_0144	0	0.145	background
PEAK_0144	50	0.605	background
PEAK_0144	100	0.031	background
PEAK_0144	150	0.623	background
PEAK_0144	200	0.455	background
PEAK_0144	250	0.51	background
PEAK_0144	300	0.759	background
PEAK_0144	350	0.452	background
PEAK_0144	400	0.046	background
PEAK_0144	450	0.381	background
PEAK_0144	500	0.0	background
PEAK_0144	550	0.593	background
PEAK_0144	600	0.445	background
PEAK_0144	650	0.368	background
PEAK_0144	700	0.511	background
PEAK_0144	750	0.394	background
PEAK_0144	800	0.637	background
PEAK_0144	850	0.479	background
PEAK_0144	900	0.303	background
PEAK_0144	950	0.378	background
PEAK_0144	1000	0.127	background
PEAK_0145	-1000	0.482	background
PEAK_0145	-950	0.496	background
PEAK_0145	-900	0.0	background
PEAK_0145	-850	0.162	background
PEAK_0145	-800	0.517	background
PEAK_0145	-750	0.677	background
PEAK_0145	-700	0.204	background
PEAK_0145	-650	0.324	background
PEAK_0145	-600	0.368	background
PEAK_0145	-550	0.252	background
PEAK_0145	-500	0.5	background
PEAK_0145	-450	0.463	background
PEAK_0145	-400	0.768	background
PEAK_0145	-350	0.144	background
PEAK_0145	-300	0.643	background
PEAK_0145	-250	0.487	background
PEAK_0145	-200	0.414	background
PEAK_0145	-150	0.089	background
PEAK_0145	-100	0.334	background
PEAK_0145	-50	0.25	background
PEAK_0145	0	0.424	background
PEAK_0145	50	0.338	background
PEAK_0145	100	0.172	background
PEAK_0145	150	0.497	background
PEAK_0145	200	0.338	background
PEAK_0145	250	0.552	background
PEAK_0145	300	0.168	background
PEAK_0145	350	0.135	background
PEAK_0145	400	1.116	background
PEAK_0145	450	0.595	background
PEAK_0145	500	0.658	background
PEAK_0145	550	0.258	background
PEAK_0145	600	0.338	background
PEAK_0145	650	0.337	background
PEAK_0145	700	0.161	background
PEAK_0145	750	0.148	background
PEAK_0145	800	0.378	background
PEAK_0145	850	0.343	background
PEAK_0145	900	0.248	background
PEAK_0145	950	0.0	background
PEAK_0145	1000	0.49	background
PEAK_0146	-1000	0.674	enhancer
PEAK_0146	-950	0.491	enhancer
PEAK_0146	-900	0.453	enhancer
PEAK_0146	-850	0.237	enhancer
PEAK_0146	-800	0.592	enhancer
PEAK_0146	-750	0.324	enhancer
PEAK_0146	-700	0.417	enhancer
PEAK_0146	-650	0.376	enhancer
PEAK_0146	-600	0.284	enhancer
PEAK_0146	-550	0.365	enhancer
PEAK_0146	-500	1.146	enhancer
PEAK_0146	-450	1.169	enhancer
PEAK_0146	-400	1.296	enhancer
PEAK_0146	-350	1.488	enhancer
PEAK_0146	-300	1.219	enhancer
PEAK_0146	-250	1.514	enhancer
PEAK_0146	-200	2.359	enhancer
PEAK_0146	-150	2.075	enhancer
PEAK_0146	-100	2.751	enhancer
PEAK_0146	-50	2.849	enhancer
PEAK_0146	0	3.33	enhancer
PEAK_0146	50	2.756	enhancer
PEAK_0146	100	3.05	enhancer
PEAK_0146	150	2.429	enhancer
PEAK_0146	200	2.735	enhancer
PEAK_0146	250	2.495	enhancer
PEAK_0146	300	2.306	enhancer
PEAK_0146	350	3.081	enhancer
PEAK_0146	400	1.919	enhancer
PEAK_0146	450	2.56	enhancer
PEAK_0146	500	2.284	enhancer
PEAK_0146	550	1.766	enhancer
PEAK_0146	600	0.852	enhancer
PEAK_0146	650	1.579	enhancer
PEAK_0146	700	0.976	enhancer
PEAK_0146	750	0.898	enhancer
PEAK_0146	800	0.983	enhancer
PEAK_0146	850	0.585	enhancer
PEAK_0146	900	0.544	enhancer
PEAK_0146	950	0.628	enhancer
PEAK_0146	1000	0.138	enhancer
PEAK_0147	-1000	0.221	background
PEAK_0147	-950	0.042	background
PEAK_0147	-900	0.471	background
PEAK_0147	-850	0.962	background
PEAK_0147	-800	0.548	background
PEAK_0147	-750	0.792	background
PEAK_0147	-700	0.863	background
PEAK_0147	-650	1.053	background
PEAK_0147	-600	0.348	background
PEAK_0147	-550	0.712	background
PEAK_0147	-500	0.205	background
PEAK_0147	-450	0.582	background
PEAK_0147	-400	0.397	background
PEAK_0147	-350	0.569	background
PEAK_0147	-300	0.82	background
PEAK_0147	-250	0.183	background
PEAK_0147	-200	0.809	background
PEAK_0147	-150	0.641	background
PEAK_0147	-100	0.843	background
PEAK_0147	-50	1.104	background
PEAK_0147	0	0.878	background
PEAK_0147	50	0.814	background
PEAK_0147	100	0.615	background
PEAK_0147	150	0.765	background
PEAK_0147	200	1.212	background
PEAK_0147	250	0.546	background
PEAK_0147	300	0.399	background
PEAK_0147	350	0.47	background
PEAK_0147	400	0.486	background
PEAK_0147	450	0.73	background
PEAK_0147	500	1.249	background
PEAK_0147	550	1.166	background
PEAK_0147	600	0.944	background
PEAK_0147	650	0.753	background
PEAK_0147	700	0.784	background
PEAK_0147	750	0.158	background
PEAK_0147	800	0.583	background
PEAK_0147	850	0.636	background
PEAK_0147	900	0.315	background
PEAK_0147	950	0.34	background
PEAK_0147	1000	0.832	background
PEAK_0148	-1000	0.0	promoter
PEAK_0148	-950	0.424	promoter
PEAK_0148	-900	0.271	promoter
PEAK_0148	-850	0.358	promoter
PEAK_0148	-800	0.096	promoter
PEAK_0148	-750	0.224	promoter
PEAK_0148	-700	0.444	promoter
PEAK_0148	-650	0.351	promoter
PEAK_0148	-600	0.395	promoter
PEAK_0148	-550	0.333	promoter
PEAK_0148	-500	0.172	promoter
PEAK_0148	-450	0.391	promoter
PEAK_0148	-400	0.476	promoter
PEAK_0148	-350	0.704	promoter
PEAK_0148	-300	1.596	promoter
PEAK_0148	-250	1.533	promoter
PEAK_0148	-200	3.542	promoter
PEAK_0148	-150	3.866	promoter
PEAK_0148	-100	7.168	promoter
PEAK_0148	-50	6.166	promoter
PEAK_0148	0	9.172	promoter
PEAK_0148	50	7.946	promoter
PEAK_0148	100	7.27	promoter
PEAK_0148	150	4.236	promoter
PEAK_0148	200	3.052	promoter
PEAK_0148	250	1.334	promoter
PEAK_0148	300	1.27	promoter
PEAK_0148	350	0.296	promoter
PEAK_0148	400	0.148	promoter
PEAK_0148	450	0.029	promoter
PEAK_0148	500	0.223	promoter
PEAK_0148	550	0.253	promoter
PEAK_0148	600	0.582	promoter
PEAK_0148	650	0.184	promoter
PEAK_0148	700	0.268	promoter
PEAK_0148	750	0.383	promoter
PEAK_0148	800	0.049	promoter
PEAK_0148	850	0.281	promoter
PEAK_0148	900	0.274	promoter
PEAK_0148	950	0.758	promoter
PEAK_0148	1000	0.192	promoter
PEAK_0149	-1000	0.0	promoter
PEAK_0149	-950	0.0	promoter
PEAK_0149	-900	0.257	promoter
PEAK_0149	-850	0.304	promoter
PEAK_0149	-800	0.084	promoter
PEAK_0149	-750	0.419	promoter
PEAK_0149	-700	0.436	promoter
PEAK_0149	-650	0.266	promoter
PEAK_0149	-600	0.528	promoter
PEAK_0149	-550	0.236	promoter
PEAK_0149	-500	0.297	promoter
PEAK_0149	-450	0.636	promoter
PEAK_0149	-400	0.376	promoter
PEAK_0149	-350	0.988	promoter
PEAK_0149	-300	2.396	promoter
PEAK_0149	-250	3.553	promoter
PEAK_0149	-200	6.385	promoter
PEAK_0149	-150	7.72	promoter
PEAK_0149	-100	10.966	promoter
PEAK_0149	-50	12.281	promoter
PEAK_0149	0	12.618	promoter
PEAK_0149	50	12.865	promoter
PEAK_0149	100	11.249	promoter
PEAK_0149	150	9.75	promoter
PEAK_0149	200	6.206	promoter
PEAK_0149	250	4.241	promoter
PEAK_0149	300	2.544	promoter
PEAK_0149	350	1.66	promoter
PEAK_0149	400	0.574	promoter
PEAK_0149	450	0.487	promoter
PEAK_0149	500	0.384	promoter
PEAK_0149	550	0.274	promoter
PEAK_0149	600	0.36	promoter
PEAK_0149	650	0.033	promoter
PEAK_0149	700	0.323	promoter
PEAK_0149	750	0.095	promoter
PEAK_0149	800	0.301	promoter
PEAK_0149	850	0.756	promoter
PEAK_0149	900	0.031	promoter
PEAK_0149	950	0.368	promoter
PEAK_0149	1000	0.229	promoter
PEAK_0150	-1000	0.152	promoter
PEAK_0150	-950	0.731	promoter
PEAK_0150	-900	0.14	promoter
PEAK_0150	-850	0.237	promoter
PEAK_0150	-800	0.003	promoter
PEAK_0150	-750	0.401	promoter
PEAK_0150	-700	0.191	promoter
PEAK_0150	-650	0.299	promoter
PEAK_0150	-600	0.097	promoter
PEAK_0150	-550	0.106	promoter
PEAK_0150	-500	0.849	promoter
PEAK_0150	-450	0.262	promoter
PEAK_0150	-400	0.23	promoter
PEAK_0150	-350	0.941	promoter
PEAK_0150	-300	1.119	promoter
PEAK_0150	-250	2.765	promoter
PEAK_0150	-200	5.107	promoter
PEAK_0150	-150	5.905	promoter
PEAK_0150	-100	8.635	promoter
PEAK_0150	-50	11.127	promoter
PEAK_0150	0	10.503	promoter
PEAK_0150	50	11.798	promoter
PEAK_0150	100	7.483	promoter
PEAK_0150	150	6.313	promoter
PEAK_0150	200	4.627	promoter
PEAK_0150	250	3.571	promoter
PEAK_0150	300	1.744	promoter
PEAK_0150	350	0.827	promoter
PEAK_0150	400	0.699	promoter
PEAK_0150	450	0.585	promoter
PEAK_0150	500	0.368	promoter
PEAK_0150	550	0.574	promoter
PEAK_0150	600	0.252	promoter
PEAK_0150	650	0.361	promoter
PEAK_0150	700	0.282	promoter
PEAK_0150	750	0.388	promoter
PEAK_0150	800	0.212	promoter
PEAK_0150	850	0.046	promoter
PEAK_0150	900	0.35	promoter
PEAK_0150	950	0.098	promoter
PEAK_0150	1000	0.411	promoter
PEAK_0151	-1000	0.925	background
PEAK_0151	-950	0.925	background
PEAK_0151	-900	0.434	background
PEAK_0151	-850	0.982	background
PEAK_0151	-800	0.329	background
PEAK_0151	-750	0.08	background
PEAK_0151	-700	0.994	background
PEAK_0151	-650	0.836	background
PEAK_0151	-600	0.831	background
PEAK_0151	-550	0.636	background
PEAK_0151	-500	0.828	background
PEAK_0151	-450	0.516	background
PEAK_0151	-400	0.998	background
PEAK_0151	-350	1.619	background
PEAK_0151	-300	0.811	background
PEAK_0151	-250	0.509	background
PEAK_0151	-200	0.782	background
PEAK_0151	-150	1.287	background
PEAK_0151	-100	0.002	background
PEAK_0151	-50	0.858	background
PEAK_0151	0	1.167	background
PEAK_0151	50	0.899	background
PEAK_0151	100	0.759	background
PEAK_0151	150	0.856	background
PEAK_0151	200	0.825	background
PEAK_0151	250	0.903	background
PEAK_0151	300	0.519	background
PEAK_0151	350	1.145	background
PEAK_0151	400	1.635	background
PEAK_0151	450	0.435	background
PEAK_0151	500	0.797	background
PEAK_0151	550	0.676	background
PEAK_0151	600	0.647	background
PEAK_0151	650	0.989	background
PEAK_0151	700	0.387	background
PEAK_0151	750	1.121	background
PEAK_0151	800	0.528	background
PEAK_0151	850	0.37	background
PEAK_0151	900	1.277	background
PEAK_0151	950	0.651	background
PEAK_0151	1000	0.813	background
PEAK_0152	-1000	0.348	promoter
PEAK_0152	-950	0.497	promoter
PEAK_0152	-900	0.323	promoter
PEAK_0152	-850	0.391	promoter
PEAK_0152	-800	0.406	promoter
PEAK_0152	-750	0.403	promoter
PEAK_0152	-700	0.283	promoter
PEAK_0152	-650	0.119	promoter
PEAK_0152	-600	0.128	promoter
PEAK_0152	-550	0.145	promoter
PEAK_0152	-500	0.415	promoter
PEAK_0152	-450	0.25	promoter
PEAK_0152	-400	0.151	promoter
PEAK_0152	-350	0.573	promoter
PEAK_0152	-300	1.838	promoter
PEAK_0152	-250	2.902	promoter
PEAK_0152	-200	5.012	promoter
PEAK_0152	-150	7.282	promoter
PEAK_0152	-100	9.285	promoter
PEAK_0152	-50	11.053	promoter
PEAK_0152	0	12.64	promoter
PEAK_0152	50	12.044	promoter
PEAK_0152	100	10.192	promoter
PEAK_0152	150	9.332	promoter
PEAK_0152	200	6.466	promoter
PEAK_0152	250	3.803	promoter
PEAK_0152	300	1.699	promoter
PEAK_0152	350	0.702	promoter
PEAK_0152	400	0.538	promoter
PEAK_0152	450	0.499	promoter
PEAK_0152	500	0.089	promoter
PEAK_0152	550	0.401	promoter
PEAK_0152	600	0.16	promoter
PEAK_0152	650	0.382	promoter
PEAK_0152	700	0.396	promoter
PEAK_0152	750	0.195	promoter
PEAK_0152	800	0.0	promoter
PEAK_0152	850	0.297	promoter
PEAK_0152	900	0.446	promoter
PEAK_0152	950	0.343	promoter
PEAK_0152	1000	0.135	promoter
PEAK_0153	-1000	0.395	promoter
PEAK_0153	-950	0.524	promoter
PEAK_0153	-900	0.214	promoter
PEAK_0153	-850	0.351	promoter
PEAK_0153	-800	0.243	promoter
PEAK_0153	-750	0.0	promoter
PEAK_0153	-700	0.092	promoter
PEAK_0153	-650	0.569	promoter
PEAK_0153	-600	0.212	promoter
PEAK_0153	-550	0.183	promoter
PEAK_0153	-500	0.273	promoter
PEAK_0153	-450	0.701	promoter
PEAK_0153	-400	0.638	promoter
PEAK_0153	-350	1.603	promoter
PEAK_0153	-300	3.404	promoter
PEAK_0153	-250	6.268	promoter
PEAK_0153	-200	9.288	promoter
PEAK_0153	-150	10.377	promoter
PEAK_0153	-100	13.163	promoter
PEAK_0153	-50	13.411	promoter
PEAK_0153	0	12.29	promoter
PEAK_0153	50	14.093	promoter
PEAK_0153	100	12.354	promoter
PEAK_0153	150	8.941	promoter
PEAK_0153	200	7.344	promoter
PEAK_0153	250	5.658	promoter
PEAK_0153	300	2.909	promoter
PEAK_0153	350	1.715	promoter
PEAK_0153	400	1.033	promoter
PEAK_0153	450	0.425	promoter
PEAK_0153	500	0.333	promoter
PEAK_0153	550	0.035	promoter
PEAK_0153	600	0.0	promoter
PEAK_0153	650	0.401	promoter
PEAK_0153	700	0.175	promoter
PEAK_0153	750	0.182	promoter
PEAK_0153	800	0.722	promoter
PEAK_0153	850	0.338	promoter
PEAK_0153	900	0.557	promoter
PEAK_0153	950	0.47	promoter
PEAK_0153	1000	0.296	promoter
PEAK_0154	-1000	0.502	background
PEAK_0154	-950	0.793	background
PEAK_0154	-900	0.213	background
PEAK_0154	-850	0.664	background
PEAK_0154	-800	0.029	background
PEAK_0154	-750	0.809	background
PEAK_0154	-700	0.866	background
PEAK_0154	-650	0.4	background
PEAK_0154	-600	1.25	background
PEAK_0154	-550	1.305	background
PEAK_0154	-500	0.513	background
PEAK_0154	-450	0.667	background
PEAK_0154	-400	1.209	background
PEAK_0154	-350	0.802	background
PEAK_0154	-300	1.006	background
PEAK_0154	-250	0.454	background
PEAK_0154	-200	0.656	background
PEAK_0154	-150	1.466	background
PEAK_0154	-100	0.789	background
PEAK_0154	-50	0.497	background
PEAK_0154	0	0.768	background
PEAK_0154	50	1.122	background
PEAK_0154	100	0.995	background
PEAK_0154	150	0.898	background
PEAK_0154	200	1.051	background
PEAK_0154	250	0.793	background
PEAK_0154	300	0.694	background
PEAK_0154	350	1.072	background
PEAK_0154	400	0.694	background
PEAK_0154	450	0.862	background
PEAK_0154	500	0.903	background
PEAK_0154	550	0.865	background
PEAK_0154	600	0.624	background
PEAK_0154	650	1.063	background
PEAK_0154	700	0.733	background
PEAK_0154	750	0.386	background
PEAK_0154	800	0.545	background
PEAK_0154	850	1.123	background
PEAK_0154	900	0.632	background
PEAK_0154	950	1.096	background
PEAK_0154	1000	0.414	background
PEAK_0155	-1000	0.107	enhancer
PEAK_0155	-950	0.469	enhancer
PEAK_0155	-900	0.04	enhancer
PEAK_0155	-850	0.061	enhancer
PEAK_0155	-800	0.884	enhancer
PEAK_0155	-750	0.584	enhancer
PEAK_0155	-700	0.25	enhancer
PEAK_0155	-650	0.032	enhancer
PEAK_0155	-600	0.224	enhancer
PEAK_0155	-550	0.604	enhancer
PEAK_0155	-500	1.385	enhancer
PEAK_0155	-450	0.947	enhancer
PEAK_0155	-400	0.889	enhancer
PEAK_0155	-350	1.199	enhancer
PEAK_0155	-300	1.189	enhancer
PEAK_0155	-250	2.375	enhancer
PEAK_0155	-200	1.983	enhancer
PEAK_0155	-150	2.402	enhancer
PEAK_0155	-100	2.509	enhancer
PEAK_0155	-50	2.618	enhancer
PEAK_0155	0	3.532	enhancer
PEAK_0155	50	3.469	enhancer
PEAK_0155	100	3.997	enhancer
PEAK_0155	150	4.021	enhancer
PEAK_0155	200	3.187	enhancer
PEAK_0155	250	3.406	enhancer
PEAK_0155	300	3.524	enhancer
PEAK_0155	350	3.67	enhancer
PEAK_0155	400	3.766	enhancer
PEAK_0155	450	2.786	enhancer
PEAK_0155	500	2.272	enhancer
PEAK_0155	550	2.758	enhancer
PEAK_0155	600	1.981	enhancer
PEAK_0155	650	2.797	enhancer
PEAK_0155	700	1.61	enhancer
PEAK_0155	750	1.409	enhancer
PEAK_0155	800	0.617	enhancer
PEAK_0155	850	1.036	enhancer
PEAK_0155	900	1.025	enhancer
PEAK_0155	950	0.412	enhancer
PEAK_0155	1000	0.432	enhancer
PEAK_0156	-1000	0.566	background
PEAK_0156	-950	0.819	background
PEAK_0156	-900	0.635	background
PEAK_0156	-850	0.833	background
PEAK_0156	-800	0.996	background
PEAK_0156	-750	0.611	background
PEAK_0156	-700	0.867	background
PEAK_0156	-650	0.739	background
PEAK_0156	-600	1.558	background
PEAK_0156	-550	0.787	background
PEAK_0156	-500	0.783	background
PEAK_0156	-450	0.469	background
PEAK_0156	-400	0.945	background
PEAK_0156	-350	0.939	background
PEAK_0156	-300	0.915	background
PEAK_0156	-250	0.428	background
PEAK_0156	-200	1.264	background
PEAK_0156	-150	1.172	background
PEAK_0156	-100	1.024	background
PEAK_0156	-50	1.047	background
PEAK_0156	0	1.068	background
PEAK_0156	50	0.492	background
PEAK_0156	100	0.461	background
PEAK_0156	150	1.148	background
PEAK_0156	200	0.68	background
PEAK_0156	250	0.694	background
PEAK_0156	300	0.975	background
PEAK_0156	350	0.175	background
PEAK_0156	400	1.207	background
PEAK_0156	450	0.391	background
PEAK_0156	500	1.175	background
PEAK_0156	550	0.334	background
PEAK_0156	600	0.531	background
PEAK_0156	650	0.978	background
PEAK_0156	700	0.672	background
PEAK_0156	750	0.489	background
PEAK_0156	800	0.333	background
PEAK_0156	850	0.547	background
PEAK_0156	900	0.663	background
PEAK_0156	950	0.993	background
PEAK_0156	1000	1.427	background
PEAK_0157	-1000	0.0	promoter
PEAK_0157	-950	0.372	promoter
PEAK_0157	-900	0.164	promoter
PEAK_0157	-850	0.481	promoter
PEAK_0157	-800	0.333	promoter
PEAK_0157	-750	0.161	promoter
PEAK_0157	-700	0.03	promoter
PEAK_0157	-650	0.078	promoter
PEAK_0157	-600	0.007	promoter
PEAK_0157	-550	0.0	promoter
PEAK_0157	-500	0.046	promoter
PEAK_0157	-450	0.518	promoter
PEAK_0157	-400	0.198	promoter
PEAK_0157	-350	1.087	promoter
PEAK_0157	-300	1.416	promoter
PEAK_0157	-250	2.235	promoter
PEAK_0157	-200	4.004	promoter
PEAK_0157	-150	6.391	promoter
PEAK_0157	-100	9.778	promoter
PEAK_0157	-50	11.722	promoter
PEAK_0157	0	12.95	promoter
PEAK_0157	50	11.666	promoter
PEAK_0157	100	8.826	promoter
PEAK_0157	150	6.637	promoter
PEAK_0157	200	3.304	promoter
PEAK_0157	250	2.938	promoter
PEAK_0157	300	1.156	promoter
PEAK_0157	350	1.099	promoter
PEAK_0157	400	0.29	promoter
PEAK_0157	450	0.0	promoter
PEAK_0157	500	0.045	promoter
PEAK_0157	550	0.492	promoter
PEAK_0157	600	0.285	promoter
PEAK_0157	650	0.174	promoter
PEAK_0157	700	0.249	promoter
PEAK_0157	750	0.136	promoter
PEAK_0157	800	0.164	promoter
PEAK_0157	850	0.187	promoter
PEAK_0157	900	0.212	promoter
PEAK_0157	950	0.266	promoter
PEAK_0157	1000	0.36	promoter
PEAK_0158	-1000	1.263	enhancer
PEAK_0158	-950	1.575	enhancer
PEAK_0158	-900	1.744	enhancer
PEAK_0158	-850	1.733	enhancer
PEAK_0158	-800	2.496	enhancer
PEAK_0158	-750	1.77	enhancer
PEAK_0158	-700	3.252	enhancer
PEAK_0158	-650	3.237	enhancer
PEAK_0158	-600	4.028	enhancer
PEAK_0158	-550	5.044	enhancer
PEAK_0158	-500	5.547	enhancer
PEAK_0158	-450	5.045	enhancer
PEAK_0158	-400	6.06	enhancer
PEAK_0158	-350	5.915	enhancer
PEAK_0158	-300	6.813	enhancer
PEAK_0158	-250	5.596	enhancer
