sample	taxonomy	rel_abundance	Kingdom	Phylum	habitat	name	Riv_vs_Gro	Sed_vs_Soil	sampling_date	lon	lat	city	ctd_temperature_c	ctd_conductivity_us_cm	ctd_do_mg_l	ctd_ph	ctd_turbidity_ntu	ctd_nitrate_mg_l	ctd_doc_mg_l	ctd_depth_m
SRR10070149	Bacteria;Bacteria;Myxococcota	0.0023686342953312973	Bacteria	Myxococcota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Nitrospirota	0.06931371937916848	Bacteria	Nitrospirota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Archaea;Archaea;Thermoproteota	0.008820046126036277	Archaea	Thermoproteota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Omnitrophota	0.0011219846662095618	Bacteria	Omnitrophota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Campylobacterota	0.000607741694196846	Bacteria	Campylobacterota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Zixibacteria	0.007433148413638347	Bacteria	Zixibacteria	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Eisenbacteria	0.01586361653057408	Bacteria	Eisenbacteria	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Gemmatimonadota	0.009505703422053232	Bacteria	Gemmatimonadota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Krumholzibacteriota	0.00958361902387334	Bacteria	Krumholzibacteriota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Orphanbacterota	0.0010440690643894533	Bacteria	Orphanbacterota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Armatimonadota	0.002680296702611731	Bacteria	Armatimonadota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Spirochaetota	0.0084772174780278	Bacteria	Spirochaetota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Hydrogenedentota	0.0009505703422053232	Bacteria	Hydrogenedentota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Zhuqueibacterota	0.0005765754534688026	Bacteria	Zhuqueibacterota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;JAJVIF01	0.000405161129464564	Bacteria	JAJVIF01	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;UBA10199	0.0009505703422053232	Bacteria	UBA10199	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;JAUVQV01	0.0015738951567661908	Bacteria	JAUVQV01	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Bipolaricaulota	0.0003272455276444555	Bacteria	Bipolaricaulota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Archaea;Archaea;Nanobdellota	0.0001714143240042386	Archaea	Nanobdellota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;4484-113	0.0009038209811132581	Bacteria	4484-113	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Desulfobacterota_D	0.0031945396746244467	Bacteria	Desulfobacterota_D	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Moduliflexota	0.00024932992582434705	Bacteria	Moduliflexota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Electryoneota	0.0003428286480084772	Bacteria	Electryoneota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Oederibacteriota	0.0004986598516486941	Bacteria	Oederibacteriota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Calditrichota	0.001059652184753475	Bacteria	Calditrichota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Synergistota	0.00014024808327619523	Bacteria	Synergistota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Vulcanimicrobiota	0.00007791560182010845	Bacteria	Vulcanimicrobiota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;ARS69	0.00046749361092065074	Bacteria	ARS69	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Archaea;Archaea;Asgardarchaeota	0.0003739948887365206	Archaea	Asgardarchaeota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070150	Bacteria;Bacteria;Pseudomonadota	0.20564785016381085	Bacteria	Pseudomonadota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Planctomycetota	0.020875010872401498	Bacteria	Planctomycetota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Acidobacteriota	0.12516308602244064	Bacteria	Acidobacteriota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Actinomycetota	0.0193383781276275	Bacteria	Actinomycetota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Myxococcota_A	0.01914992316836276	Bacteria	Myxococcota_A	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Bacteroidota	0.049955060740483025	Bacteria	Bacteroidota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Verrucomicrobiota	0.027311472558058623	Bacteria	Verrucomicrobiota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Methylomirabilota	0.027659389405931982	Bacteria	Methylomirabilota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Patescibacteriota	0.0033052100547969034	Bacteria	Patescibacteriota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	;;	0.03899568003247224	Unclassified	Unclassified	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Chloroflexota	0.08868980313705024	Bacteria	Chloroflexota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Bacillota	0.00971267866979792	Bacteria	Bacillota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Bdellovibrionota	0.000057986141312226376	Bacteria	Bdellovibrionota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Archaea;Archaea;Halobacteriota	0.0017685773100229046	Archaea	Halobacteriota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;	0.055028848105302834	Bacteria	Unclassified	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Desulfobacterota	0.1558957409179206	Bacteria	Desulfobacterota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Myxococcota	0.0025803832883940737	Bacteria	Myxococcota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Nitrospirota	0.07040967208837087	Bacteria	Nitrospirota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Archaea;Archaea;Thermoproteota	0.008147052854367806	Archaea	Thermoproteota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Omnitrophota	0.0014206604621495463	Bacteria	Omnitrophota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Campylobacterota	0.0003189237772172451	Bacteria	Campylobacterota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Zixibacteria	0.009901133629062654	Bacteria	Zixibacteria	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Eisenbacteria	0.014206604621495462	Bacteria	Eisenbacteria	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Gemmatimonadota	0.008973355368067032	Bacteria	Gemmatimonadota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Krumholzibacteriota	0.010524484648169087	Bacteria	Krumholzibacteriota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Orphanbacterota	0.0009132817256675655	Bacteria	Orphanbacterota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Armatimonadota	0.002609376359050187	Bacteria	Armatimonadota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Spirochaetota	0.00740772955263692	Bacteria	Spirochaetota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Hydrogenedentota	0.001246702038212867	Bacteria	Hydrogenedentota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Zhuqueibacterota	0.0002899307065611319	Bacteria	Zhuqueibacterota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;JAJVIF01	0.0004928822011539242	Bacteria	JAJVIF01	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;UBA10199	0.0013771708561653765	Bacteria	UBA10199	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;JAUVQV01	0.0013481777855092632	Bacteria	JAUVQV01	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Bipolaricaulota	0.00017395842393667913	Bacteria	Bipolaricaulota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Archaea;Archaea;Nanobdellota	0.000536371807138094	Archaea	Nanobdellota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;4484-113	0.0013336812501812067	Bacteria	4484-113	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Desulfobacterota_D	0.0045809051636658835	Bacteria	Desulfobacterota_D	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Moduliflexota	0.00018845495926473574	Bacteria	Moduliflexota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Electryoneota	0.00018845495926473574	Bacteria	Electryoneota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Oederibacteriota	0.0002899307065611319	Bacteria	Oederibacteriota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Calditrichota	0.0011307297555884143	Bacteria	Calditrichota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Synergistota	0.00017395842393667913	Bacteria	Synergistota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;Vulcanimicrobiota	0.00020295149459279233	Bacteria	Vulcanimicrobiota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Bacteria;Bacteria;ARS69	0.0002899307065611319	Bacteria	ARS69	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070150	Archaea;Archaea;Asgardarchaeota	0.00018845495926473574	Archaea	Asgardarchaeota	Sediment	SRR10070150-Sediment		Sediment	2023-01-15	8.992	48.5325	Pfäffingen	7.6	965	0.5	6.9	51.3	0.9	14.6	0.3
SRR10070151	Bacteria;Bacteria;Pseudomonadota	0.20759551890666578	Bacteria	Pseudomonadota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Planctomycetota	0.018610992476756794	Bacteria	Planctomycetota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Acidobacteriota	0.1296527481191892	Bacteria	Acidobacteriota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Actinomycetota	0.011005617792962975	Bacteria	Actinomycetota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Myxococcota_A	0.020352179769374815	Bacteria	Myxococcota_A	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Bacteroidota	0.0559643877919774	Bacteria	Bacteroidota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Verrucomicrobiota	0.02661059824567167	Bacteria	Verrucomicrobiota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Methylomirabilota	0.028663885147343866	Bacteria	Methylomirabilota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Patescibacteriota	0.0029238805479812084	Bacteria	Patescibacteriota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	;;	0.025822136075429547	Unclassified	Unclassified	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Chloroflexota	0.08053812543119025	Bacteria	Chloroflexota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Bacillota	0.0045008048884654555	Bacteria	Bacillota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Bdellovibrionota	0.0004106573803344394	Bacteria	Bdellovibrionota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Archaea;Archaea;Halobacteriota	0.001314103617070206	Archaea	Halobacteriota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;	0.052531292092381485	Bacteria	Unclassified	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Desulfobacterota	0.16932225105949605	Bacteria	Desulfobacterota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Elusimicrobiota	0.00008213147606688787	Bacteria	Elusimicrobiota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Myxococcota	0.0016919084069778902	Bacteria	Myxococcota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Nitrospirota	0.07879693813857222	Bacteria	Nitrospirota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Archaea;Archaea;Thermoproteota	0.003958737146423996	Archaea	Thermoproteota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Omnitrophota	0.0015276454548441144	Bacteria	Omnitrophota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Campylobacterota	0.001116988074509675	Bacteria	Campylobacterota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Zixibacteria	0.012221163638752915	Bacteria	Zixibacteria	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Eisenbacteria	0.01613062189953678	Bacteria	Eisenbacteria	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Gemmatimonadota	0.010217155622720851	Bacteria	Gemmatimonadota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Krumholzibacteriota	0.011761227372778344	Bacteria	Krumholzibacteriota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Orphanbacterota	0.0012483984362166958	Bacteria	Orphanbacterota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Armatimonadota	0.0031867012713952497	Bacteria	Armatimonadota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Spirochaetota	0.00832813167318243	Bacteria	Spirochaetota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Hydrogenedentota	0.0013305299122835835	Bacteria	Hydrogenedentota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Zhuqueibacterota	0.0007227569893886133	Bacteria	Zhuqueibacterota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;JAJVIF01	0.00044350997076119455	Bacteria	JAJVIF01	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;UBA10199	0.0017411872926180229	Bacteria	UBA10199	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;JAUVQV01	0.0016919084069778902	Bacteria	JAUVQV01	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
SRR10070151	Bacteria;Bacteria;Bipolaricaulota	0.00034495219948092905	Bacteria	Bipolaricaulota	Sediment	SRR10070151-Sediment		Sediment	2023-01-17	9.015	48.5397	Unterjesingen	7.1	880	1.1	7.1	38.7	1.8	11.2	0.4
